target_date,physical_acquisition_id,acquisition_local_date,lag_days
2022-09-27,sentinel-2a|2022-08-26T18:29:31.024000Z|R27|GS2A_20220826T182931_037490,2022-08-26,32
2022-09-27,sentinel-2a|2022-09-05T18:29:31.024000Z|R27|GS2A_20220905T182931_037633,2022-09-05,22
2022-09-27,sentinel-2a|2022-09-15T18:30:11.024000Z|R27|GS2A_20220915T183011_037776,2022-09-15,12
2022-09-27,sentinel-2a|2022-09-25T18:31:21.024000Z|R27|GS2A_20220925T183121_037919,2022-09-25,2
2022-09-27,sentinel-2b|2022-08-01T18:29:19.024000Z|R27|GS2B_20220801T182919_028224,2022-08-01,57
2022-09-27,sentinel-2b|2022-08-11T18:29:19.024000Z|R27|GS2B_20220811T182919_028367,2022-08-11,47
2022-09-27,sentinel-2b|2022-08-21T18:29:19.024000Z|R27|GS2B_20220821T182919_028510,2022-08-21,37
2022-09-27,sentinel-2b|2022-08-31T18:29:19.024000Z|R27|GS2B_20220831T182919_028653,2022-08-31,27
2022-09-27,sentinel-2b|2022-09-10T18:29:29.024000Z|R27|GS2B_20220910T182929_028796,2022-09-10,17
2022-09-27,sentinel-2b|2022-09-20T18:30:39.024000Z|R27|GS2B_20220920T183039_028939,2022-09-20,7
2022-10-05,sentinel-2a|2022-08-06T18:29:31.024000Z|R27|GS2A_20220806T182931_037204,2022-08-06,60
2022-10-05,sentinel-2a|2022-08-16T18:29:31.024000Z|R27|GS2A_20220816T182931_037347,2022-08-16,50
2022-10-05,sentinel-2a|2022-08-26T18:29:31.024000Z|R27|GS2A_20220826T182931_037490,2022-08-26,40
2022-10-05,sentinel-2a|2022-09-05T18:29:31.024000Z|R27|GS2A_20220905T182931_037633,2022-09-05,30
2022-10-05,sentinel-2a|2022-09-15T18:30:11.024000Z|R27|GS2A_20220915T183011_037776,2022-09-15,20
2022-10-05,sentinel-2a|2022-09-25T18:31:21.024000Z|R27|GS2A_20220925T183121_037919,2022-09-25,10
2022-10-05,sentinel-2b|2022-08-11T18:29:19.024000Z|R27|GS2B_20220811T182919_028367,2022-08-11,55
2022-10-05,sentinel-2b|2022-08-21T18:29:19.024000Z|R27|GS2B_20220821T182919_028510,2022-08-21,45
2022-10-05,sentinel-2b|2022-08-31T18:29:19.024000Z|R27|GS2B_20220831T182919_028653,2022-08-31,35
2022-10-05,sentinel-2b|2022-09-10T18:29:29.024000Z|R27|GS2B_20220910T182929_028796,2022-09-10,25
2022-10-05,sentinel-2b|2022-09-20T18:30:39.024000Z|R27|GS2B_20220920T183039_028939,2022-09-20,15
2022-10-05,sentinel-2b|2022-09-30T18:31:49.024000Z|R27|GS2B_20220930T183149_029082,2022-09-30,5
2022-10-13,sentinel-2a|2022-08-16T18:29:31.024000Z|R27|GS2A_20220816T182931_037347,2022-08-16,58
2022-10-13,sentinel-2a|2022-08-26T18:29:31.024000Z|R27|GS2A_20220826T182931_037490,2022-08-26,48
2022-10-13,sentinel-2a|2022-09-05T18:29:31.024000Z|R27|GS2A_20220905T182931_037633,2022-09-05,38
2022-10-13,sentinel-2a|2022-09-15T18:30:11.024000Z|R27|GS2A_20220915T183011_037776,2022-09-15,28
2022-10-13,sentinel-2a|2022-09-25T18:31:21.024000Z|R27|GS2A_20220925T183121_037919,2022-09-25,18
2022-10-13,sentinel-2a|2022-10-05T18:32:31.024000Z|R27|GS2A_20221005T183231_038062,2022-10-05,8
2022-10-13,sentinel-2b|2022-08-21T18:29:19.024000Z|R27|GS2B_20220821T182919_028510,2022-08-21,53
2022-10-13,sentinel-2b|2022-08-31T18:29:19.024000Z|R27|GS2B_20220831T182919_028653,2022-08-31,43
2022-10-13,sentinel-2b|2022-09-10T18:29:29.024000Z|R27|GS2B_20220910T182929_028796,2022-09-10,33
2022-10-13,sentinel-2b|2022-09-20T18:30:39.024000Z|R27|GS2B_20220920T183039_028939,2022-09-20,23
2022-10-13,sentinel-2b|2022-09-30T18:31:49.024000Z|R27|GS2B_20220930T183149_029082,2022-09-30,13
2022-10-13,sentinel-2b|2022-10-10T18:32:59.024000Z|R27|GS2B_20221010T183259_029225,2022-10-10,3
2022-10-21,sentinel-2a|2022-08-26T18:29:31.024000Z|R27|GS2A_20220826T182931_037490,2022-08-26,56
2022-10-21,sentinel-2a|2022-09-05T18:29:31.024000Z|R27|GS2A_20220905T182931_037633,2022-09-05,46
2022-10-21,sentinel-2a|2022-09-15T18:30:11.024000Z|R27|GS2A_20220915T183011_037776,2022-09-15,36
2022-10-21,sentinel-2a|2022-09-25T18:31:21.024000Z|R27|GS2A_20220925T183121_037919,2022-09-25,26
2022-10-21,sentinel-2a|2022-10-05T18:32:31.024000Z|R27|GS2A_20221005T183231_038062,2022-10-05,16
2022-10-21,sentinel-2a|2022-10-15T18:33:41.024000Z|R27|GS2A_20221015T183341_038205,2022-10-15,6
2022-10-21,sentinel-2b|2022-08-31T18:29:19.024000Z|R27|GS2B_20220831T182919_028653,2022-08-31,51
2022-10-21,sentinel-2b|2022-09-10T18:29:29.024000Z|R27|GS2B_20220910T182929_028796,2022-09-10,41
2022-10-21,sentinel-2b|2022-09-20T18:30:39.024000Z|R27|GS2B_20220920T183039_028939,2022-09-20,31
2022-10-21,sentinel-2b|2022-09-30T18:31:49.024000Z|R27|GS2B_20220930T183149_029082,2022-09-30,21
2022-10-21,sentinel-2b|2022-10-10T18:32:59.024000Z|R27|GS2B_20221010T183259_029225,2022-10-10,11
2022-10-21,sentinel-2b|2022-10-20T18:34:09.024000Z|R27|GS2B_20221020T183409_029368,2022-10-20,1
2022-10-29,sentinel-2a|2022-09-05T18:29:31.024000Z|R27|GS2A_20220905T182931_037633,2022-09-05,54
2022-10-29,sentinel-2a|2022-09-15T18:30:11.024000Z|R27|GS2A_20220915T183011_037776,2022-09-15,44
2022-10-29,sentinel-2a|2022-09-25T18:31:21.024000Z|R27|GS2A_20220925T183121_037919,2022-09-25,34
2022-10-29,sentinel-2a|2022-10-05T18:32:31.024000Z|R27|GS2A_20221005T183231_038062,2022-10-05,24
2022-10-29,sentinel-2a|2022-10-15T18:33:41.024000Z|R27|GS2A_20221015T183341_038205,2022-10-15,14
2022-10-29,sentinel-2a|2022-10-25T18:34:41.024000Z|R27|GS2A_20221025T183441_038348,2022-10-25,4
2022-10-29,sentinel-2b|2022-08-31T18:29:19.024000Z|R27|GS2B_20220831T182919_028653,2022-08-31,59
2022-10-29,sentinel-2b|2022-09-10T18:29:29.024000Z|R27|GS2B_20220910T182929_028796,2022-09-10,49
2022-10-29,sentinel-2b|2022-09-20T18:30:39.024000Z|R27|GS2B_20220920T183039_028939,2022-09-20,39
2022-10-29,sentinel-2b|2022-09-30T18:31:49.024000Z|R27|GS2B_20220930T183149_029082,2022-09-30,29
2022-10-29,sentinel-2b|2022-10-10T18:32:59.024000Z|R27|GS2B_20221010T183259_029225,2022-10-10,19
2022-10-29,sentinel-2b|2022-10-20T18:34:09.024000Z|R27|GS2B_20221020T183409_029368,2022-10-20,9
2023-05-01,sentinel-2a|2023-03-04T18:32:41.024000Z|R27|GS2A_20230304T183241_040207,2023-03-04,58
2023-05-01,sentinel-2a|2023-03-14T18:31:31.024000Z|R27|GS2A_20230314T183131_040350,2023-03-14,48
2023-05-01,sentinel-2a|2023-03-24T18:30:21.024000Z|R27|GS2A_20230324T183021_040493,2023-03-24,38
2023-05-01,sentinel-2a|2023-04-03T18:29:21.024000Z|R27|GS2A_20230403T182921_040636,2023-04-03,28
2023-05-01,sentinel-2a|2023-04-13T18:29:21.024000Z|R27|GS2A_20230413T182921_040779,2023-04-13,18
2023-05-01,sentinel-2a|2023-04-23T18:29:21.024000Z|R27|GS2A_20230423T182921_040922,2023-04-23,8
2023-05-01,sentinel-2b|2023-03-09T18:32:09.025000Z|R27|GS2B_20230309T183209_031370,2023-03-09,53
2023-05-01,sentinel-2b|2023-03-19T18:30:59.024000Z|R27|GS2B_20230319T183059_031513,2023-03-19,43
2023-05-01,sentinel-2b|2023-03-29T18:29:49.024000Z|R27|GS2B_20230329T182949_031656,2023-03-29,33
2023-05-01,sentinel-2b|2023-04-08T18:29:19.024000Z|R27|GS2B_20230408T182919_031799,2023-04-08,23
2023-05-01,sentinel-2b|2023-04-18T18:29:19.024000Z|R27|GS2B_20230418T182919_031942,2023-04-18,13
2023-05-01,sentinel-2b|2023-04-28T18:29:19.024000Z|R27|GS2B_20230428T182919_032085,2023-04-28,3
2023-05-09,sentinel-2a|2023-03-14T18:31:31.024000Z|R27|GS2A_20230314T183131_040350,2023-03-14,56
2023-05-09,sentinel-2a|2023-03-24T18:30:21.024000Z|R27|GS2A_20230324T183021_040493,2023-03-24,46
2023-05-09,sentinel-2a|2023-04-03T18:29:21.024000Z|R27|GS2A_20230403T182921_040636,2023-04-03,36
2023-05-09,sentinel-2a|2023-04-13T18:29:21.024000Z|R27|GS2A_20230413T182921_040779,2023-04-13,26
2023-05-09,sentinel-2a|2023-04-23T18:29:21.024000Z|R27|GS2A_20230423T182921_040922,2023-04-23,16
2023-05-09,sentinel-2a|2023-05-03T18:29:21.024000Z|R27|GS2A_20230503T182921_041065,2023-05-03,6
2023-05-09,sentinel-2b|2023-03-19T18:30:59.024000Z|R27|GS2B_20230319T183059_031513,2023-03-19,51
2023-05-09,sentinel-2b|2023-03-29T18:29:49.024000Z|R27|GS2B_20230329T182949_031656,2023-03-29,41
2023-05-09,sentinel-2b|2023-04-08T18:29:19.024000Z|R27|GS2B_20230408T182919_031799,2023-04-08,31
2023-05-09,sentinel-2b|2023-04-18T18:29:19.024000Z|R27|GS2B_20230418T182919_031942,2023-04-18,21
2023-05-09,sentinel-2b|2023-04-28T18:29:19.024000Z|R27|GS2B_20230428T182919_032085,2023-04-28,11
2023-05-17,sentinel-2a|2023-03-24T18:30:21.024000Z|R27|GS2A_20230324T183021_040493,2023-03-24,54
2023-05-17,sentinel-2a|2023-04-03T18:29:21.024000Z|R27|GS2A_20230403T182921_040636,2023-04-03,44
2023-05-17,sentinel-2a|2023-04-13T18:29:21.024000Z|R27|GS2A_20230413T182921_040779,2023-04-13,34
2023-05-17,sentinel-2a|2023-04-23T18:29:21.024000Z|R27|GS2A_20230423T182921_040922,2023-04-23,24
2023-05-17,sentinel-2a|2023-05-03T18:29:21.024000Z|R27|GS2A_20230503T182921_041065,2023-05-03,14
2023-05-17,sentinel-2b|2023-03-19T18:30:59.024000Z|R27|GS2B_20230319T183059_031513,2023-03-19,59
2023-05-17,sentinel-2b|2023-03-29T18:29:49.024000Z|R27|GS2B_20230329T182949_031656,2023-03-29,49
2023-05-17,sentinel-2b|2023-04-08T18:29:19.024000Z|R27|GS2B_20230408T182919_031799,2023-04-08,39
2023-05-17,sentinel-2b|2023-04-18T18:29:19.024000Z|R27|GS2B_20230418T182919_031942,2023-04-18,29
2023-05-17,sentinel-2b|2023-04-28T18:29:19.024000Z|R27|GS2B_20230428T182919_032085,2023-04-28,19
2023-05-25,sentinel-2a|2023-04-03T18:29:21.024000Z|R27|GS2A_20230403T182921_040636,2023-04-03,52
2023-05-25,sentinel-2a|2023-04-13T18:29:21.024000Z|R27|GS2A_20230413T182921_040779,2023-04-13,42
2023-05-25,sentinel-2a|2023-04-23T18:29:21.024000Z|R27|GS2A_20230423T182921_040922,2023-04-23,32
2023-05-25,sentinel-2a|2023-05-03T18:29:21.024000Z|R27|GS2A_20230503T182921_041065,2023-05-03,22
2023-05-25,sentinel-2a|2023-05-23T18:29:21.024000Z|R27|GS2A_20230523T182921_041351,2023-05-23,2
2023-05-25,sentinel-2b|2023-03-29T18:29:49.024000Z|R27|GS2B_20230329T182949_031656,2023-03-29,57
2023-05-25,sentinel-2b|2023-04-08T18:29:19.024000Z|R27|GS2B_20230408T182919_031799,2023-04-08,47
2023-05-25,sentinel-2b|2023-04-18T18:29:19.024000Z|R27|GS2B_20230418T182919_031942,2023-04-18,37
2023-05-25,sentinel-2b|2023-04-28T18:29:19.024000Z|R27|GS2B_20230428T182919_032085,2023-04-28,27
2023-05-25,sentinel-2b|2023-05-18T18:29:19.024000Z|R27|GS2B_20230518T182919_032371,2023-05-18,7
2023-06-02,sentinel-2a|2023-04-03T18:29:21.024000Z|R27|GS2A_20230403T182921_040636,2023-04-03,60
2023-06-02,sentinel-2a|2023-04-13T18:29:21.024000Z|R27|GS2A_20230413T182921_040779,2023-04-13,50
2023-06-02,sentinel-2a|2023-04-23T18:29:21.024000Z|R27|GS2A_20230423T182921_040922,2023-04-23,40
2023-06-02,sentinel-2a|2023-05-03T18:29:21.024000Z|R27|GS2A_20230503T182921_041065,2023-05-03,30
2023-06-02,sentinel-2a|2023-05-23T18:29:21.024000Z|R27|GS2A_20230523T182921_041351,2023-05-23,10
2023-06-02,sentinel-2b|2023-04-08T18:29:19.024000Z|R27|GS2B_20230408T182919_031799,2023-04-08,55
2023-06-02,sentinel-2b|2023-04-18T18:29:19.024000Z|R27|GS2B_20230418T182919_031942,2023-04-18,45
2023-06-02,sentinel-2b|2023-04-28T18:29:19.024000Z|R27|GS2B_20230428T182919_032085,2023-04-28,35
2023-06-02,sentinel-2b|2023-05-18T18:29:19.024000Z|R27|GS2B_20230518T182919_032371,2023-05-18,15
2023-06-02,sentinel-2b|2023-05-28T18:29:19.024000Z|R27|GS2B_20230528T182919_032514,2023-05-28,5
2023-06-10,sentinel-2a|2023-04-13T18:29:21.024000Z|R27|GS2A_20230413T182921_040779,2023-04-13,58
2023-06-10,sentinel-2a|2023-04-23T18:29:21.024000Z|R27|GS2A_20230423T182921_040922,2023-04-23,48
2023-06-10,sentinel-2a|2023-05-03T18:29:21.024000Z|R27|GS2A_20230503T182921_041065,2023-05-03,38
2023-06-10,sentinel-2a|2023-05-23T18:29:21.024000Z|R27|GS2A_20230523T182921_041351,2023-05-23,18
2023-06-10,sentinel-2a|2023-06-02T18:29:21.024000Z|R27|GS2A_20230602T182921_041494,2023-06-02,8
2023-06-10,sentinel-2b|2023-04-18T18:29:19.024000Z|R27|GS2B_20230418T182919_031942,2023-04-18,53
2023-06-10,sentinel-2b|2023-04-28T18:29:19.024000Z|R27|GS2B_20230428T182919_032085,2023-04-28,43
2023-06-10,sentinel-2b|2023-05-18T18:29:19.024000Z|R27|GS2B_20230518T182919_032371,2023-05-18,23
2023-06-10,sentinel-2b|2023-05-28T18:29:19.024000Z|R27|GS2B_20230528T182919_032514,2023-05-28,13
2023-06-10,sentinel-2b|2023-06-07T18:29:19.024000Z|R27|GS2B_20230607T182919_032657,2023-06-07,3
2023-06-18,sentinel-2a|2023-04-23T18:29:21.024000Z|R27|GS2A_20230423T182921_040922,2023-04-23,56
2023-06-18,sentinel-2a|2023-05-03T18:29:21.024000Z|R27|GS2A_20230503T182921_041065,2023-05-03,46
2023-06-18,sentinel-2a|2023-05-23T18:29:21.024000Z|R27|GS2A_20230523T182921_041351,2023-05-23,26
2023-06-18,sentinel-2a|2023-06-02T18:29:21.024000Z|R27|GS2A_20230602T182921_041494,2023-06-02,16
2023-06-18,sentinel-2a|2023-06-12T18:29:21.024000Z|R27|GS2A_20230612T182921_041637,2023-06-12,6
2023-06-18,sentinel-2b|2023-04-28T18:29:19.024000Z|R27|GS2B_20230428T182919_032085,2023-04-28,51
2023-06-18,sentinel-2b|2023-05-18T18:29:19.024000Z|R27|GS2B_20230518T182919_032371,2023-05-18,31
2023-06-18,sentinel-2b|2023-05-28T18:29:19.024000Z|R27|GS2B_20230528T182919_032514,2023-05-28,21
2023-06-18,sentinel-2b|2023-06-07T18:29:19.024000Z|R27|GS2B_20230607T182919_032657,2023-06-07,11
2023-06-18,sentinel-2b|2023-06-17T18:29:19.024000Z|R27|GS2B_20230617T182919_032800,2023-06-17,1
2023-06-26,sentinel-2a|2023-05-03T18:29:21.024000Z|R27|GS2A_20230503T182921_041065,2023-05-03,54
2023-06-26,sentinel-2a|2023-05-23T18:29:21.024000Z|R27|GS2A_20230523T182921_041351,2023-05-23,34
2023-06-26,sentinel-2a|2023-06-02T18:29:21.024000Z|R27|GS2A_20230602T182921_041494,2023-06-02,24
2023-06-26,sentinel-2a|2023-06-12T18:29:21.024000Z|R27|GS2A_20230612T182921_041637,2023-06-12,14
2023-06-26,sentinel-2a|2023-06-22T18:29:21.024000Z|R27|GS2A_20230622T182921_041780,2023-06-22,4
2023-06-26,sentinel-2b|2023-04-28T18:29:19.024000Z|R27|GS2B_20230428T182919_032085,2023-04-28,59
2023-06-26,sentinel-2b|2023-05-18T18:29:19.024000Z|R27|GS2B_20230518T182919_032371,2023-05-18,39
2023-06-26,sentinel-2b|2023-05-28T18:29:19.024000Z|R27|GS2B_20230528T182919_032514,2023-05-28,29
2023-06-26,sentinel-2b|2023-06-07T18:29:19.024000Z|R27|GS2B_20230607T182919_032657,2023-06-07,19
2023-06-26,sentinel-2b|2023-06-17T18:29:19.024000Z|R27|GS2B_20230617T182919_032800,2023-06-17,9
2023-07-04,sentinel-2a|2023-05-23T18:29:21.024000Z|R27|GS2A_20230523T182921_041351,2023-05-23,42
2023-07-04,sentinel-2a|2023-06-02T18:29:21.024000Z|R27|GS2A_20230602T182921_041494,2023-06-02,32
2023-07-04,sentinel-2a|2023-06-12T18:29:21.024000Z|R27|GS2A_20230612T182921_041637,2023-06-12,22
2023-07-04,sentinel-2a|2023-06-22T18:29:21.024000Z|R27|GS2A_20230622T182921_041780,2023-06-22,12
2023-07-04,sentinel-2a|2023-07-02T18:29:21.024000Z|R27|GS2A_20230702T182921_041923,2023-07-02,2
2023-07-04,sentinel-2b|2023-05-18T18:29:19.024000Z|R27|GS2B_20230518T182919_032371,2023-05-18,47
2023-07-04,sentinel-2b|2023-05-28T18:29:19.024000Z|R27|GS2B_20230528T182919_032514,2023-05-28,37
2023-07-04,sentinel-2b|2023-06-07T18:29:19.024000Z|R27|GS2B_20230607T182919_032657,2023-06-07,27
2023-07-04,sentinel-2b|2023-06-17T18:29:19.024000Z|R27|GS2B_20230617T182919_032800,2023-06-17,17
2023-07-04,sentinel-2b|2023-06-27T18:29:19.024000Z|R27|GS2B_20230627T182919_032943,2023-06-27,7
2023-07-12,sentinel-2a|2023-05-23T18:29:21.024000Z|R27|GS2A_20230523T182921_041351,2023-05-23,50
2023-07-12,sentinel-2a|2023-06-02T18:29:21.024000Z|R27|GS2A_20230602T182921_041494,2023-06-02,40
2023-07-12,sentinel-2a|2023-06-12T18:29:21.024000Z|R27|GS2A_20230612T182921_041637,2023-06-12,30
2023-07-12,sentinel-2a|2023-06-22T18:29:21.024000Z|R27|GS2A_20230622T182921_041780,2023-06-22,20
2023-07-12,sentinel-2a|2023-07-02T18:29:21.024000Z|R27|GS2A_20230702T182921_041923,2023-07-02,10
2023-07-12,sentinel-2b|2023-05-18T18:29:19.024000Z|R27|GS2B_20230518T182919_032371,2023-05-18,55
2023-07-12,sentinel-2b|2023-05-28T18:29:19.024000Z|R27|GS2B_20230528T182919_032514,2023-05-28,45
2023-07-12,sentinel-2b|2023-06-07T18:29:19.024000Z|R27|GS2B_20230607T182919_032657,2023-06-07,35
2023-07-12,sentinel-2b|2023-06-17T18:29:19.024000Z|R27|GS2B_20230617T182919_032800,2023-06-17,25
2023-07-12,sentinel-2b|2023-06-27T18:29:19.024000Z|R27|GS2B_20230627T182919_032943,2023-06-27,15
2023-07-12,sentinel-2b|2023-07-07T18:29:19.024000Z|R27|GS2B_20230707T182919_033086,2023-07-07,5
2023-07-20,sentinel-2a|2023-05-23T18:29:21.024000Z|R27|GS2A_20230523T182921_041351,2023-05-23,58
2023-07-20,sentinel-2a|2023-06-02T18:29:21.024000Z|R27|GS2A_20230602T182921_041494,2023-06-02,48
2023-07-20,sentinel-2a|2023-06-12T18:29:21.024000Z|R27|GS2A_20230612T182921_041637,2023-06-12,38
2023-07-20,sentinel-2a|2023-06-22T18:29:21.024000Z|R27|GS2A_20230622T182921_041780,2023-06-22,28
2023-07-20,sentinel-2a|2023-07-02T18:29:21.024000Z|R27|GS2A_20230702T182921_041923,2023-07-02,18
2023-07-20,sentinel-2a|2023-07-12T18:29:21.024000Z|R27|GS2A_20230712T182921_042066,2023-07-12,8
2023-07-20,sentinel-2b|2023-05-28T18:29:19.024000Z|R27|GS2B_20230528T182919_032514,2023-05-28,53
2023-07-20,sentinel-2b|2023-06-07T18:29:19.024000Z|R27|GS2B_20230607T182919_032657,2023-06-07,43
2023-07-20,sentinel-2b|2023-06-17T18:29:19.024000Z|R27|GS2B_20230617T182919_032800,2023-06-17,33
2023-07-20,sentinel-2b|2023-06-27T18:29:19.024000Z|R27|GS2B_20230627T182919_032943,2023-06-27,23
2023-07-20,sentinel-2b|2023-07-07T18:29:19.024000Z|R27|GS2B_20230707T182919_033086,2023-07-07,13
2023-07-20,sentinel-2b|2023-07-17T18:29:19.024000Z|R27|GS2B_20230717T182919_033229,2023-07-17,3
2023-07-28,sentinel-2a|2023-06-02T18:29:21.024000Z|R27|GS2A_20230602T182921_041494,2023-06-02,56
2023-07-28,sentinel-2a|2023-06-12T18:29:21.024000Z|R27|GS2A_20230612T182921_041637,2023-06-12,46
2023-07-28,sentinel-2a|2023-06-22T18:29:21.024000Z|R27|GS2A_20230622T182921_041780,2023-06-22,36
2023-07-28,sentinel-2a|2023-07-02T18:29:21.024000Z|R27|GS2A_20230702T182921_041923,2023-07-02,26
2023-07-28,sentinel-2a|2023-07-12T18:29:21.024000Z|R27|GS2A_20230712T182921_042066,2023-07-12,16
2023-07-28,sentinel-2a|2023-07-22T18:29:21.024000Z|R27|GS2A_20230722T182921_042209,2023-07-22,6
2023-07-28,sentinel-2b|2023-06-07T18:29:19.024000Z|R27|GS2B_20230607T182919_032657,2023-06-07,51
2023-07-28,sentinel-2b|2023-06-17T18:29:19.024000Z|R27|GS2B_20230617T182919_032800,2023-06-17,41
2023-07-28,sentinel-2b|2023-06-27T18:29:19.024000Z|R27|GS2B_20230627T182919_032943,2023-06-27,31
2023-07-28,sentinel-2b|2023-07-07T18:29:19.024000Z|R27|GS2B_20230707T182919_033086,2023-07-07,21
2023-07-28,sentinel-2b|2023-07-17T18:29:19.024000Z|R27|GS2B_20230717T182919_033229,2023-07-17,11
2023-07-28,sentinel-2b|2023-07-27T18:29:29.024000Z|R27|GS2B_20230727T182929_033372,2023-07-27,1
2023-08-05,sentinel-2a|2023-06-12T18:29:21.024000Z|R27|GS2A_20230612T182921_041637,2023-06-12,54
2023-08-05,sentinel-2a|2023-06-22T18:29:21.024000Z|R27|GS2A_20230622T182921_041780,2023-06-22,44
2023-08-05,sentinel-2a|2023-07-02T18:29:21.024000Z|R27|GS2A_20230702T182921_041923,2023-07-02,34
2023-08-05,sentinel-2a|2023-07-12T18:29:21.024000Z|R27|GS2A_20230712T182921_042066,2023-07-12,24
2023-08-05,sentinel-2a|2023-07-22T18:29:21.024000Z|R27|GS2A_20230722T182921_042209,2023-07-22,14
2023-08-05,sentinel-2a|2023-08-01T18:29:21.024000Z|R27|GS2A_20230801T182921_042352,2023-08-01,4
2023-08-05,sentinel-2b|2023-06-07T18:29:19.024000Z|R27|GS2B_20230607T182919_032657,2023-06-07,59
2023-08-05,sentinel-2b|2023-06-17T18:29:19.024000Z|R27|GS2B_20230617T182919_032800,2023-06-17,49
2023-08-05,sentinel-2b|2023-06-27T18:29:19.024000Z|R27|GS2B_20230627T182919_032943,2023-06-27,39
2023-08-05,sentinel-2b|2023-07-07T18:29:19.024000Z|R27|GS2B_20230707T182919_033086,2023-07-07,29
2023-08-05,sentinel-2b|2023-07-17T18:29:19.024000Z|R27|GS2B_20230717T182919_033229,2023-07-17,19
2023-08-05,sentinel-2b|2023-07-27T18:29:29.024000Z|R27|GS2B_20230727T182929_033372,2023-07-27,9
2023-08-13,sentinel-2a|2023-06-22T18:29:21.024000Z|R27|GS2A_20230622T182921_041780,2023-06-22,52
2023-08-13,sentinel-2a|2023-07-02T18:29:21.024000Z|R27|GS2A_20230702T182921_041923,2023-07-02,42
2023-08-13,sentinel-2a|2023-07-12T18:29:21.024000Z|R27|GS2A_20230712T182921_042066,2023-07-12,32
2023-08-13,sentinel-2a|2023-07-22T18:29:21.024000Z|R27|GS2A_20230722T182921_042209,2023-07-22,22
2023-08-13,sentinel-2a|2023-08-01T18:29:21.024000Z|R27|GS2A_20230801T182921_042352,2023-08-01,12
2023-08-13,sentinel-2a|2023-08-11T18:29:21.024000Z|R27|GS2A_20230811T182921_042495,2023-08-11,2
2023-08-13,sentinel-2b|2023-06-17T18:29:19.024000Z|R27|GS2B_20230617T182919_032800,2023-06-17,57
2023-08-13,sentinel-2b|2023-06-27T18:29:19.024000Z|R27|GS2B_20230627T182919_032943,2023-06-27,47
2023-08-13,sentinel-2b|2023-07-07T18:29:19.024000Z|R27|GS2B_20230707T182919_033086,2023-07-07,37
2023-08-13,sentinel-2b|2023-07-17T18:29:19.024000Z|R27|GS2B_20230717T182919_033229,2023-07-17,27
2023-08-13,sentinel-2b|2023-07-27T18:29:29.024000Z|R27|GS2B_20230727T182929_033372,2023-07-27,17
2023-08-13,sentinel-2b|2023-08-06T18:29:19.024000Z|R27|GS2B_20230806T182919_033515,2023-08-06,7
2023-08-21,sentinel-2a|2023-06-22T18:29:21.024000Z|R27|GS2A_20230622T182921_041780,2023-06-22,60
2023-08-21,sentinel-2a|2023-07-02T18:29:21.024000Z|R27|GS2A_20230702T182921_041923,2023-07-02,50
2023-08-21,sentinel-2a|2023-07-12T18:29:21.024000Z|R27|GS2A_20230712T182921_042066,2023-07-12,40
2023-08-21,sentinel-2a|2023-07-22T18:29:21.024000Z|R27|GS2A_20230722T182921_042209,2023-07-22,30
2023-08-21,sentinel-2a|2023-08-01T18:29:21.024000Z|R27|GS2A_20230801T182921_042352,2023-08-01,20
2023-08-21,sentinel-2a|2023-08-11T18:29:21.024000Z|R27|GS2A_20230811T182921_042495,2023-08-11,10
2023-08-21,sentinel-2b|2023-06-27T18:29:19.024000Z|R27|GS2B_20230627T182919_032943,2023-06-27,55
2023-08-21,sentinel-2b|2023-07-07T18:29:19.024000Z|R27|GS2B_20230707T182919_033086,2023-07-07,45
2023-08-21,sentinel-2b|2023-07-17T18:29:19.024000Z|R27|GS2B_20230717T182919_033229,2023-07-17,35
2023-08-21,sentinel-2b|2023-07-27T18:29:29.024000Z|R27|GS2B_20230727T182929_033372,2023-07-27,25
2023-08-21,sentinel-2b|2023-08-06T18:29:19.024000Z|R27|GS2B_20230806T182919_033515,2023-08-06,15
2023-08-21,sentinel-2b|2023-08-16T18:29:19.024000Z|R27|GS2B_20230816T182919_033658,2023-08-16,5
2023-08-29,sentinel-2a|2023-07-02T18:29:21.024000Z|R27|GS2A_20230702T182921_041923,2023-07-02,58
2023-08-29,sentinel-2a|2023-07-12T18:29:21.024000Z|R27|GS2A_20230712T182921_042066,2023-07-12,48
2023-08-29,sentinel-2a|2023-07-22T18:29:21.024000Z|R27|GS2A_20230722T182921_042209,2023-07-22,38
2023-08-29,sentinel-2a|2023-08-01T18:29:21.024000Z|R27|GS2A_20230801T182921_042352,2023-08-01,28
2023-08-29,sentinel-2a|2023-08-11T18:29:21.024000Z|R27|GS2A_20230811T182921_042495,2023-08-11,18
2023-08-29,sentinel-2a|2023-08-21T18:29:21.024000Z|R27|GS2A_20230821T182921_042638,2023-08-21,8
2023-08-29,sentinel-2b|2023-07-07T18:29:19.024000Z|R27|GS2B_20230707T182919_033086,2023-07-07,53
2023-08-29,sentinel-2b|2023-07-17T18:29:19.024000Z|R27|GS2B_20230717T182919_033229,2023-07-17,43
2023-08-29,sentinel-2b|2023-07-27T18:29:29.024000Z|R27|GS2B_20230727T182929_033372,2023-07-27,33
2023-08-29,sentinel-2b|2023-08-06T18:29:19.024000Z|R27|GS2B_20230806T182919_033515,2023-08-06,23
